degradation_version,scenario_id,scenario_family,scenario_tier,scenario_status,seed,score_recomputed,fuzzy_state_rebuilt,labels_preserved,example_type,source_id,site_id,split,origin_year_month,forecast_year_month,rollout_horizon_months,alert_probability_irc,actual_irc,irc_mean,irc_abs_error,predicted_alert_h,actual_irc_alert,probability_bloom_mean,predicted_bloom_alert_h,bloom_h
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,irc_alert_false_negative,aquamatch_chla,aquamatch_chla:21DELAWQ_WQX-109091,test,2023-01,2023-02,1,0.0,0.6381629553808799,0.401480108499527,0.23668284688135288,False,True,0.04914004914004914,False,0.0
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,irc_alert_false_negative,aquamatch_chla,aquamatch_chla:21DELAWQ_WQX-306321,test,2022-12,2023-01,1,0.0,0.7034694257656113,0.33061483502388,0.37285459074173133,False,True,0.03335133675398326,False,0.0
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,irc_alert_false_negative,aquamatch_chla,aquamatch_chla:21FLCOLL_WQX-BC19,test,2023-03,2023-04,1,0.0,0.8333333333333334,0.4898814857006073,0.34345184763272607,False,True,0.0764748725418791,False,1.0
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,irc_alert_false_negative,aquamatch_chla,aquamatch_chla:21FLEECO_WQX-24-7GR,test,2023-01,2023-02,1,0.0,0.7424528528400822,0.21639485657215118,0.526057996267931,False,True,0.03217259651778956,False,0.0
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,irc_alert_false_negative,aquamatch_chla,aquamatch_chla:21FLGTM_WQX-GTMLSNUT,test,2023-02,2023-03,1,0.0,0.5865168526995395,0.2846362888813019,0.3018805638182376,False,True,0.03217259651778956,False,0.0
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,irc_alert_false_negative,aquamatch_chla,aquamatch_chla:21FLHILL_WQX-1510,test,2023-01,2023-02,1,0.0,0.5816712804823142,0.32333290576934814,0.25833837471296606,False,True,0.03335133675398326,False,0.0
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,irc_alert_false_negative,aquamatch_chla,aquamatch_chla:21FLHILL_WQX-1510,test,2023-05,2023-06,1,0.0,0.8333333333333334,0.4611402750015259,0.3721930583318075,False,True,0.07123688704562088,False,1.0
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,irc_alert_false_negative,aquamatch_chla,aquamatch_chla:21FLHILL_WQX-181,test,2023-05,2023-06,1,0.0,0.5445362020209574,0.3660448491573334,0.17849135286362405,False,True,0.046758104738154616,False,0.0
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,irc_alert_false_negative,aquamatch_chla,aquamatch_chla:21FLKWAT_WQX-COL-SB-61-2,test,2023-03,2023-04,1,0.0,0.8333333333333334,0.4366849362850189,0.39664839704831445,False,True,0.05915267785771383,False,1.0
pipe_grud_raw_predictor_recomputed_degradation_v0,control_observed,control,core,evaluated,,True,False,True,irc_alert_false_negative,aquamatch_chla,aquamatch_chla:21FLKWAT_WQX-HIG-REDBEACH-3,test,2023-05,2023-06,1,0.0,0.5209278645460537,0.3403738737106323,0.18055399083542134,False,True,0.03335133675398326,False,0.0
